ID,Crime,Date,Time,Suspect Gender,Suspect Race,Victim Count,Victim Gender,Victim Age,Weapon Type,Location,Address,City,County,State,Latitude,Longitude
9025,Abduction,7/24/2003,1900,Male,Black,1,Female,24,UNK,Food Lion Grocery Store,15435 Warwick Blvd.,Newport News,UNK,Virginia,37.15165,-76.55521
9030,Robbery,11/7/2005,2008,Male,Black,1,UNK,UNK,Handgun,Las Brasas; Little Caesar's; Street,2950 N 32nd St.,Phoenix,Maricopa,Arizona,33.4820697,-112.015462
9058,Murder,11/30/1989,UNK,Female,White,1,Male,51,Handgun,Interstate 75,UNK,UNK,UNK,Florida,28.3607468,-82.1308943
9067,Rape,4/14/1981,UNK,Male,Hispanic,1,Female,21,Knife,Delaware Park Statue of David Woods,UNK,UNK,UNK,UNK,42.93412578,-78.87231204
9082,Murder,11/4/1978,UNK,Male,White,1,Male,19,UNK,River,Des Plaines River,Channahon,Will,Illinois,41.391697,-88.2671512
9136,"Murder, Rape",11/5/1997,Night,Male,White,1,Female,29,Firearm,UNK,12600 Hangman Valley Road,Spokane,UNK,Washington,47.5,-117.4
9137,Murder,7/28/1979,UNK,Male,Black,1,Male,14,Firearm,Unamed wooded area,Niskey Lake Rd SW,Atlanta,UNK,Georgia,33.69213,-84.52783
9159,Robbery,9/28/2005,UNK,Male,Black,1,UNK,UNK,Handgun,Walgreen's,1425 W Baseline Rd.,Tempe,Maricopa,Arizona,33.378269,-111.9643844
9198,Murder,7/19/2018,UNK,Female,White,1,Male,82,Insulin injection,Hospital,2 Medical Center Dr,Clarksburg,UNK,West Virginia,39.2704,-80.3618
9216,Carjackng,5/26/2023,UNK,Male,UNK,1,UNK,UNK,Firearm,Street,UNK,,UNK,UNK,UNK,UNK
9228,Murder,8/10/1969,UNK,UNK,UNK,1,Female,39,UNK,Single Family Residence,3301 Waverly Dr,Los Angeles,UNK,California,34.1136308,-118.2730007
9229,Murder,5/20/1990,UNK,Male,White,1,Male,33,UNK,Oxford Apartments ,924 N 25th St,Milwaukee,UNK,Wisconsin,43.0422719,-87.9465747
9231,Sexual Assault,9/7/2003,UNK,Male,Black,1,Female,UNK,UNK,Christopher Newport University,1 Avenue of the Arts,Newport News,UNK,Virginia,37.0639948,-76.4947517
9281,"Murder, Sexual Assault",1/4/1964,UNK,Male,White,1,Female,19,Hands,Apartment,44-A Charles St,Boston,UNK,Massachusetts,42.35724,-71.07027
9311,Aggravated Assault,1/30/2020,UNK,Male,Black,1,Male,44,Firearm,Apartment,500 block of Beechwood,River Rouge,UNK,Michigan,42.2658719,-83.151238
9315,Murder,1/1/1987,UNK,UNK,UNK,1,Female,UNK,UNK,UNK,UNK,Los Angeles,UNK,California,34.0549,-118.2426
9332,Murder,7/14/1974,UNK,Male,UNK,2,Female,"23, 18",UNK,Lake Sammamish State Park,UNK,UNK,UNK,Washington,47.5599435,-122.0576763
9354,Murder,4/20/1996,UNK,Male,UNK,1,Female,UNK,Hands,Tobay Beach,UNK,Oster Bay,Nassau,New York,40.61222516,-73.43175525
9412,Murder,5/1/1981,UNK,Male,White,1,Female,20,Firearm,Big Basin State Park,21600 Big Basin Way,Boulder Creek,UNK,California,37.1734,-122.2219
9434,Murder,4/17/1977,0300,Male,White,2,"Male, Female","20, 18",Firearm,Street,UNK,Bronx,UNK,New York,40.846,-73.878
9435,Murder,7/6/1980,UNK,Male,Black,1,Male,9,Knife,Neighborhood,657 Wells Street SW,Atlanta,UNK,Georgia,33.738435,-84.409819
9447,Murder,10/31/1974,UNK,Male,UNK,1,Female,17,UNK,Park,UNK,Lehi,UNK,Utah,40.4133407,-111.9390069
9450,Murder,2/16/2023,UNK,UNK,UNK,1,UNK,23,Drowning,Chicago River,UNK,Chicago,UNK,Illinois,41.889,-87.623
9448,Murder,3/29/2006,0000,Male,Black,1,Female,UNK,Handgun,Parking lot,2502 N 24th St.,Phoenix,Maricopa,Arizona,33.4750748,-112.0327961
9458,Murder,8/27/1964,UNK,Male,White,1,Male,72,UNK,UNK,UNK,North Fork,UNK,California,37.229669,-119.509581
9473,Murder,1/1/1980,UNK,UNK,UNK,1,Female,25,UNK,UNK,UNK,UNK,Dade,Georgia,34.9109,-85.4788
9493,Murder,5/28/1975,UNK,Male,White,1,Male,18,UNK,Single Family Home,8213 W. Summerdale Ave,Chicago,UNK,Illinois,41.9762052,-87.8346028
9510,Murder,1/1/1981,UNK,Male,White,1,Male,UNK,Hands,UNK,UNK,London,UNK,UNK,UNK,UNK
9559,Murder,10/3/2002,0837,Male,UNK,1,Female,34,Firearm,Retail,3701 Rossmore Blvd,Silver Spring,UNK,Maryland,39.1013,-77.0726
9588,Murder,4/9/1981,UNK,Male,Black,1,Male,20,Hands,Ground Floor Apartment,460 Temple Street,Atlanta,UNK,Georgia,33.767043,-84.422003
9606,Murder,6/28/1984,UNK,Male,Hispanic,1,Female,79,UNK,Apartment,UNK,Glassell Park,UNK,California,34.109036,-118.23338
9633,Assault,6/26/1977,0300,Male,White,2,"Male, Female","20, 17",Firearm,Nightclub parking lot,210‐22 Northern Boulevard,Queens,UNK,New York,40.7625,-73.831
9644,Murder,10/21/1979,UNK,Male,White,1,Female,23,Firearm,Palace of the Legion of Honor at Lands End,100 34th Ave,San Francisco,UNK,California,37.7846,-122.5009
9652,Falsely Impersonating an Officer,9/17/2021,UNK,Male,White,1,UNK,UNK,UNK,UNK,UNK,UNK,Orange,Florida,28.51,-81.32
9700,Murder,1/28/2018,UNK,Female,White,1,Male,89,Insulin injection,Hospital,3 Medical Center Dr,Clarksburg,UNK,West Virginia,39.2704,-80.3618
9705,Murder,3/23/2017,UNK,Female,White,1,Male,84,Insulin injection,Hospital,1 Medical Center Dr,Clarksburg,UNK,West Virginia,39.2704,-80.3618
9735,Murder,6/3/2018,UNK,Female,White,1,Male,88,Insulin injection,Hospital,7 Medical Center Dr,Clarksburg,UNK,West Virginia,39.2704,-80.3618
9746,Assault,3/18/2016,2330,UNK,UNK,1,Male,21,Firearm,Street,4300 N 73rd Ave,Phoenix,Maricopa,Arizona,33.498296,-112.216232
9770,Robbery,12/22/2017,1547,Male,Black,0,N/A,N/A,Note,BB&T Bank,13045 Lee jackson memorial Highway,Fairfax,UNK,Virginia,38.8800799,-77.3989326
9789,"Murder, Assault",9/27/1969,1815,Male,UNK,2,"Male, Female","20, 22",Knife,Shoreline of Lake Berryessa,5520 Knoxville Rd,Napa,UNK,California,38.3604029,-122.78971
9809,Murder,12/7/2019,UNK,Male,Black,1,Female,31,Firearm,Residence,500 block of Beechwood,River Rouge,UNK,Michigan,42.2658719,-83.151238
9835,Murder,2/13/1891,UNK,Male,White,1,Female,UNK,Knife,Railway Arch,Chamber Street and Royal Mint Street,London,UNK,United Kingdom,51.5104662,-0.0728038
9857,Murder,UNK,UNK,Male,White,1,Female,UNK,UNK,World's Fair Hotel,619 W 63rd St,Chicago,UNK,Illinois,41.780,-87.640
9859,Murder,11/19/1990,UNK,Female,White,1,Male,62,Handgun,UNK,UNK,UNK,Dixie,Florida,29.5385171,-83.4727983
9870,Murder,6/28/1975,UNK,Male,UNK,1,Female,15,UNK,Single Family Residence,UNK,Layton,UNK,Utah,41.0769356,-112.0025847
9875,Homicide,11/27/1980,UNK,Male,White,2,"Female, Male","22, 24",UNK,Home,UNK,Portland,UNK,Oregon,45.523064,-122.676483
9928,Murder,6/28/1997,UNK,Male,UNK,1,Female,UNK,Hands,Hempstead Lake State Park,UNK,Lark View,UNK,New York,40.68409703,-73.64303646
9944,"Murder, Rape",9/29/2006,UNK,Male,Hispanic,1,Female,45,Hands,Clarence Bike Path,UNK,UNK,UNK,UNK,43.0157637,-78.6362841
9966,Murder,5/7/1972,UNK,Male,UNK,1,Male,10,UNK,Woods,UNK,Watertown,UNK,New York,43.9722779,-75.936313
9973,Arson,10/1/1970,UNK,Male,UNK,1,UNK,UNK,UNK,Paper Mill,513 State St,Clayton,UNK,New York,44.2360616,-76.085324
9980,Murder,3/29/1981,UNK,Male,White,2,"Male, Female","20, 20",Firearm,Henry Cowell Redwoods State Park,UNK,UNK,UNK,California,37.0401,-122.0639
